username,rating,comment
y*****1,5,"Items received with good condition, packed properly and nicely.  Product nuce to taste. Yummy yummy . Thank seller. 👍🏻👍🏻👍🏻👍🏻"
y*****1,5,"Products received with condition. Wrapped with properly. 
Nice to taste.  Thanks seller.  👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻"
karenleong1314,5,"Speed ​​express, 05-25 order and mail to Sima 05-31 will arrive in about a week.  The packaging is very good and so attentive, but I like this seller"
m*****n,5,"Safely arrived. But the packaging is quite bad, even torn apart when it reach me. I think it is damage during logistic. But thankfully, everything in the box is still okay 🙏🏻 TQ seller."
yhai94,5,"Very tasty, got Sze chuan pepper, if u are mala lover, the numb taste will definitely suit you"
jacycyca,5,Thanks seller for the delivery... The message for the postman really make my day... Thanks a lot...
dazenlim,5,"Received in good condition and well packed. Fast delivery and good quality products, recommended"
yewwenyu,5,"Havent tried but the other hot pot from this brand tastes good, so i expect these will be good too. Products received are in good condition."
skydoveg85,5,"Good value for money.
Fast delivery.
Good product quality. 
Excellent service."
zuwing,5,"Sedap, nasi nya wangi dan sedap. Berbaloi dengan harga. Boleh order lagi."
zuwing,5,"Berbaloi dengan harga, sedap sedap. Cuma penghantaran ke sarawak lambat."
zuwing,5,Penghantaran yang sangat cepat. Sedap2. Banyak kali beli.
zuwing,5,Sedap. Berbaloi dengan harga. Penghantaran yang cepat...
a*****3,5,"Secure packing, good and fast delivery, second or third time purchase from this seller already, thanks"
v*****5,2,"The price quite good but not for the product quality…
Holy sh*t kemek until like this which is not what i expected with the money i pay for !!
Not recommended to get this again."
s*****l,5,It's the lazy man mala soup!!!! I love this! Finally found the soup base I love.
b*****w,5,good！！………………………………………………………..………………………………………………………..
s*****l,5,Love the soup taste. Have been repurchasing many times. Best during rainy days.
r*****8,5,Fast delivery and packing in good conditions... thank you for the seller...
dayzeahead,5,Costs less than the haidilao brand. Sooo good when u're craving for Mala and want a small portion to eat at home..
fungteng92,5,"Good value for money 
Fast delivery 
Excellent service by seller"
amychiah,5,"Been repurchasing the instant hotspot a couple times. Mala taste suitable to Malaysian. New stocks. 
The packaging of the Mala sauce/ seasoning was a bit damaged but not a big deal."
c*****9,5,"very nice and fast delivery, packing ok also...thanks seller..."
s*****6,4,"Shipping = 7 days to EM, seller should pack it well
Quality = item as picture, product of China, sausage, lotus root, potato & seaweed packed inside, a little bit spicy & salty, cooked with plain water only in 15min, easy & convenience. "
v*****5,5,Item arrived safely and fast packed by seller with a solid packaged…. All in good condition
i*****n,5,"Good price , but slow delivery, don’t know nice anot , thanks seller"
jackleong55,5,"Very fast delivery 
Good packaging 👍👍
Thank you seller 😄😄"
l*****3,5,Super fast delivery good good. Item received with good condition.all pack in box 👍👍
checkerboard.beauty,5,Haven’t try yet but packing no broken which is very good . Hope taste good hehe
t*****n,5,"Ordered 19/5, shipped 21/5, received 24/5 in bangi.

All products received in good condition. Seller is attentive and put a cardboard in between the box perhaps to prevent the products from crushing each other. Havent tried the food, hope it’s nice! Thanks seller 👍🏻 "
w*****n,5,Received in good condition fast delivery nice 🙂😊👍👍🙂😊🙂😊🙂😊😊🙂
s*****1,5,The delivery is fast and the goods will arrive at you soon. There is no damage to the goods. The merchant is responsible for the receipt of the goods and has not forgotten anything.
lokehc,5,"Quick delivery, good value for money, recommended to buy again."
bellang0921,5,"The service attitude of the seller is good, and the shipping speed is also fast. "
bellang0921,5,The seller's service attitude is good and the delivery speed is fast. 
c*****g,4,Item received in good condition. 👍👍👍👍Recemmonded to buy. Thank you seller.
s*****g,5,买的东西全部都收到了，没有发漏。包装也很好，之前跟别家买的阿宽红油面皮还没开封就能闻到味道，容易引来蚂蚁，这个不会。
b*****1,5,The shipping was fairly fast. The food is delicious. d=====(￣▽￣*)b
j*****4,5,Received. Delivery is OK even though mco. But can pack better.
lydiazwoo,5,Just when I thought why the seller took so long to send out the package 😂 it was sent and reaches in a day 🤩 packed inside a 📦 good 💪🏻
n*****l,4,货寄来的时候 包裹破了一点 然后打开来看 确实少了一样东西。。。我也不知道是被偷了还是途中破了刚好跌掉了 不过跌掉的价格也才0.9 就不追究了吧 其他product quality都还不错 没有破损
dream_13483,5,"All item is in good condition
Customer service is nice
Haven try yet but feels like is hot
Hope that is nice taste
"
