username,rating,comment
u*****g,5,Excellent packaging. No dent on the box. The duck box is too cute. My relative received it in a very good condition. She likes it so much. Really good value for money 👍👍 Excellent service. Thank you!!
romeopillow,5,"No picture or video since it's a gift to friend. But based on her insta story seems really nice, and she's happy. Now I hope someone buys this for me too, haha."
k*****7,5,"I buy this for my friend, she likes it so much and very statisfy with the food👍🏻 all item in good condition 👍🏻👍🏻 place order on 8/8, seller ship it next day & she received it on 13(her birthday) 💯💯💯💯💯 if can I want to give more than 5 🌟
# recommend ✔️✔️"
o*****g,4,"I realised that there is lots of ants inside the box after a few hours.A suggestion for the seller to pack, seal the foods with a nice plactic before putting into the box. But the food expiry all is okay and i had to throw and imersed the foods water to get rid ants, luckily all is seal properly👍"
pak0169121813,5,"2nd time order , all product also good taste , will buy again  thank you seller ,good service, good seller👍👍👍👍👍👍👍"
t*****g,5,"Extremely good customer service where can support customize requests 
All items received in good condition"
6*****e,5,发货速度超快的！！！希望朋友喜欢，谢谢卖家的精心包装哦super fast delivery and nice packaging
changsheng0317,5,"good seller , service good , delivery time also very fast ,nice will repeat order next time，包装完好，谢谢卖家"
c*****g,5,"Received in good condition, very fast delivery, very recommended 
安全收到货品，没有任何损坏，卖家的服务态度也挺好的，会尽量满足要求，物流很快"
h*****8,5,The product was in good condition and fast delivery by seller.The packaging was excellent and beautiful.👍👍👍
william.zaii,5,"Good product quality and good service from seller, fast delivery and good to use"
c*****1,5,Gooddddddddddddddddddddddddddddddddddddddddddddddd
n*****o,5,Very good packing!!very fast deliver!!!thanks seller!!!!take good care
viviyau0614,5,Product item received in good condition. Good value for money
o*****_,5,yeah 顺利送到闺蜜手上啦 啊哈哈哈 感谢卖家 超有效率的 运输也很快............有机会会回购的
vivianjiayee95,4,very like it super happy birthdaygift buy it amazingwowcanuse
michellewongchuwen,5,"Fast delivery 
Nice packing 
Lowest price 
Nice seller 
Good service"
g*****a,5,客服超niceeeee 物流也很快..... 送给朋友的..... 朋友超喜欢......... 零食很多...
katherine22seow,5,So cute 🥰🥰🥰 Thanks for fast delivery 😍 My boy gonna love it for real 😍
a*****2,5,送货的速度真的惊讶到我了😍超快的呐😍包装也超好的，完全就不怕里面的食物会碎掉👏👏👏这个真的超推荐!!!
jeejiashing,5,Sender response my question promptly. Quick delivery and item received in well condition. Thank you!
ng898933,5,"Order on 16/6
Received on 18/6
Fast delivery 📦
Thanks for the free gift 👍"
acte.,5,真的很快就收到，虽然看起来很小， 可是里面真的有40包 还附送了一朵花？卡片可以自己选择，而且包裹包的很严实，真的没有一点损坏的地方！大爱
f*****n,5,Some snacks are nice. One packet was empty with just air. Fast delivery.
acsyyy,4,"Cute but outside the box spoil 
有一點點lap進去 我不知道是誰的問題
but裡面的零食是ok的"
c*****2,5,"物廉价美, 发货速度很快, 包装也很好, 零食都很好吃, 有些忍不住吃了才想起来拍照👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻"
sokeching124,5,很喜欢 也很快到货🥰谢谢❤️卖家也很好🥰
cuiling57,5,"Fast delivery, nice packaging, thanks seller"
n*****a,5,
vendyll,4,Good
tangenhung,5,我女儿很喜欢💕
chingjee96,5,"非常满意👍👍👏👏
食零没问题
包裹没有任何损坏
* 全是海外零食*"
jesyca_tan,5,"3天到货
货物与图中没什么差别
nice～"
h*****2,5,卖家回复快，负责任，发货快，很快就收到货货物也完好无损，值得购买，下次还会在光顾
sinjoeee,5,"7号订
8号寄
9号就收到了！😍
我闺蜜一定喜欢，盒子很可爱，我都想要自己留着了哈哈哈哈😍"
s*****e,5,"Value for Money:fair price
Design & Wrapping:nice and stable

The delivery time is fast and the customer service is kind and friendly. The packaging is beautiful and the price is reasonable. I will repurchase next time"
nicolecheong0303,5,"谢谢你！把我的心意送出去❤️
我妹妹超喜欢的 ❤️
............................."
yannislinn,5,"性价比很高！！！可以购买😍😍😍😍
Fast delivery 🚚🚚🚚🚚🚚💗💗💗💗💗"
sy_shop.0711,5,很棒👍还可以代写贺卡，零食很多，盒子也很可爱！！服务很好👍👍还会回购的～
8*****g,5,卖家人很好，盒子也包装很好 里面零食也没有损坏  ，大家可以安心购买哦
m*****9,4,出货快，送货快，不错👍👍
,5,物流很快 物廉价美.
xrrrrrrrr,5,"Buy for my friend,satisfied."
l*****7,5,东西比想象的小但是也不错，虽然44包零食而已🤣卡片也有，运送蛮快的，18号买的现在24号就到了，nice，卖家很好，会沟通也快回复，谢谢
neymo33,5,
winnie1207_93,5,"Fast delivery👍🏻👍🏻👍🏻
以为很大盒，没想到……😂"
tan_0419,5,送朋友生日礼物  她很喜欢
c*****g,5,超棒的
maggitehsj1224,5,🥰
jiaqi00,5,👍🏻👍🏻
rainmmd,5,
c*****y,5,Received within 3 days! Thanks seller~ Bought it for a friend n she loves it; card instructions were well followed as well~~
fi5v0nd77x,5,客服态度非常好 因为有点急 客服非常细心耐心 物流很快 包裹得很安全 是买来当做生日礼物给朋友的 希望她喜欢 ❤️里面的小零食也很多 适合当成礼物送人
s*****3,5,送给朋友的生日礼物 🎁 bought this snack box for a friend’s birthday since we can’t meet up due to MCO
tanziuan,5,东西收到了！发货很快！昨天下单 今天就到了！包装到不错！下次会回购！very good! very good
flyhorsejasmine,5,"很棒的购物经念，包装很好，发货很快。。。。。。。。。。。。。。。。。。。。。。。。。。。
。。。。。。。。。。。。。。。。。。。。。赞"
s*****7,5,Fast delivery🚚 Well packed 👍🏻Recommended 👍🏻买给朋友的毕业礼物，她很喜欢💕❤️
s*****4,5,"Delivery good and very fast, packing and product quality is good and beautiful, cute 👍👍👍"
ngfookiong,5,零食，通常是指一日三餐时间点之外的时间里所食用的食品。一般情况下，还真的有45个零食 送人可以 自己吃 不适合 辣条太辣了
precious.ev,5,"good product quality！
good value  money！
fast delivery！
excellent service by seller！"
m*****2,5,Fast delivery and good condition next time will purchase again
t*****_,5,"Nice wrapping, it's best choice to send this as a gift
Good value for money"
khfoo25,5,"Value for Money:1st time buy China snack & biscuits ,maybe is too small the packet

No wrapping,oledy have a box"
karen_wong_,5,"Value for Money:👍🏻
Design & Wrapping:good

Fast delivery and good packing"
williamleecq,5,Nice good product fast delivery nice customer service hahaha
z*****g,5,"Value for Money:A lot of snack, but all is small pack
Design & Wrapping:Very nice

The size is smaller than what I think, but I think it is good if you want to try different varieties of snack."
jppt92,5,"😘Thanks seller! Awsome very fast shipping 
Order 31-10-2021,arrived 02-11-2021
Well packing"
a*****e,3,"My friend likes the box but doesn't like the snacks a lot..she likes only 20% of it but she is still happy for the gift.
The gifts are mostly biscuits, peas, cereals that duplicates. So she prefer other snacks like cookies, candies. 
The box is her favourite."
en_0228,4,"Quality品质：还好，零食比想象中的有些小但是数量足够。Okay, but it was a bit smaller than I thought. The quantity is enough~

Price价钱：有点贵。A bit expensive

Delivery快递：
Pay on: 04/10付款
Ship on: 04/10发货
Receive on: 7/10收到"
l*****g,5,终于收到我需要的宝贝了，东西很好，价美物廉，谢谢。说实在，这是我满意的购物。无论是物流，态度还是对物品，我都非常满意👍
ireneyap9933,5,卖家服务很好有问必答昨天发货今天就收到了👍买来送小孩子还是不错的🤪😄价钱也很公道不会贵
y*****4,5,Received in good condition. Satisfied overall. Thank you seller.
a*****y,5,"Thanks seller for the speedy delivery.
Received one day after shipped. 
The birthday girl is very happy with the gift😄 Thanks alot seller!"
w*****0,5,"Excellent service by seller, 店家很热心，Good value for money, recommended"
h*****4,5,闺蜜收到礼盒后有被惊喜到哦。卖家态度好好，有问必答。要求写的卡片也美美的，闺蜜撕开卡片后面更是惊喜，以为是哪个暗恋人送她的😆。零食也不错吃哟
c*****g,5,"Fast delivery, good packing, friendly seller, this is my third time repeat order from them, strong recommended."
beegaiktan,5,Fast delivery.received in good condition.thank you thank you
s*****8,5,"Design:nice 👍🏻
Wrapping:In good condition 👍🏻

The total amount of the snacks are exactly same with the seller post. All snack pack in good condition with the greeting card inside. Very suitable as a gift. Thanks seller 👍🏻"
kellygoh889,4,"Good value and quality, Good packaging, the only dissatisfied thing is the courier service, too slow, so I deduct one star⭐"
baobuii2020,5,"Good product quality, good value for money, excellent service by seller"
seechin203,5,Responsive seller with prompt delivery. Good value of product as well.
r7bx30nuns,5,"Value for Money:比预计的小了些，不过还是可以的
Design & Wrapping:礼盒不错包装很好没碰伤礼盒"
tianxin1209,5,Receive in good condition very fast delivery very well packaging very recommend
w2nbw723uc,4,gooddd beli untuk kawan..dia suka😆 tak mahal banyak jenis snack
m*****9,2,"Design & Wrapping:盒子也有點被擠壓到了，沒做好wrapping。。。。。

發錯物品，我下單的是“零食歸你”，可是他們寄的是“豬飼料”。。。。。。
wrong item，I ordered ""snacks for you"", but they sent ""feed""……"
a*****m,5,Arrived safely in a neat packaging. Super fast ship out. Responsible and trusted seller. Committed in preparing superb greetings card 👍🏻
c*****2,5,Item has been received safely. Seller ships out fast and was honest in informing me regarding their mistake. Unfortunately the weather was quite bad these day so I received one day later. Box is not dented. Not ants. Just snacks 😆
y*****5,5,Good value of things.. And really fast delivery... Very satisfy of the item
l*****f,5,
h*****6,5,Very cute!!!!!! Fast delivery..... received one day after order!!!
carrie_cf,4,很快收到货品，盒子有点被压坏了，因为是送人的，影响美观，所以给4个星⭐️，零食应该是没问题吧！ 会再回购，但前提是零食是好好的，希望不会让我失望😆
y*****n,5,"Bought this for my friend's birthday.
Not bad, packaging very cute"
p*****y,5,"Value for Money:yes
Design & Wrapping:good

Received in good condition and worth the price. Thank you very much for the good service."
n*****3,5,Super fast shippeed out the parcel.  Thank you.  Will repurchase!
alice97ng,5,"Buy for my friend birthday gifts.
Hope he will like this present"
